GROUP,png_path,copied_to,src_hash,dest_hash
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m3l_dsk_boxs.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m3l_dsk_boxs.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m3l_dsk_boxt.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m3l_dsk_boxt.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m3l_dsk_hone.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m3l_dsk_hone.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m3l_dsk_paper.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m3l_dsk_paper.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m3l_dsk_tana.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m3l_dsk_tana.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m3l_dsk_top.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m3l_dsk_top.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m3l_flo_shade.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m3l_flo_shade.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m3l_gou_06.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m3l_gou_06.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m3l_gou_08.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m3l_gou_08.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m3l_gou_17.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m3l_gou_17.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m3l_gou_bed2.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m3l_gou_bed2.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m3l_libo_box.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m3l_libo_box.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m3l_libo_boxt.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m3l_libo_boxt.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m3l_libo_fro1.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m3l_libo_fro1.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m3l_libo_side1.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m3l_libo_side1.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m3l_libo_side2.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m3l_libo_side2.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m3l_medi_cei1.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m3l_medi_cei1.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m3l_medi_cei2.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m3l_medi_cei2.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m3l_medi_cei3.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m3l_medi_cei3.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m3l_medi_cei4.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m3l_medi_cei4.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m3l_medi_cei5.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m3l_medi_cei5.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m3l_medi_cei6.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m3l_medi_cei6.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m3l_medi_cei7.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m3l_medi_cei7.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m3l_medi_ceilit1.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m3l_medi_ceilit1.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m3l_medi_ceilit1u.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m3l_medi_ceilit1u.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m3l_medi_ceilit1u2.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m3l_medi_ceilit1u2.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m3l_medi_dorpane.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m3l_medi_dorpane.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m3l_medi_newlit.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m3l_medi_newlit.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m3l_medi_newlits.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m3l_medi_newlits.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m3l_medi_wallt1.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m3l_medi_wallt1.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m3l_medi_wallt1u.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m3l_medi_wallt1u.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m3l_medi_wallt3.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m3l_medi_wallt3.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m3l_medi_wallu1.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m3l_medi_wallu1.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m3l_ob3_01.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m3l_ob3_01.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m3l_ob3_02.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m3l_ob3_02.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m3l_obj_tutub.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m3l_obj_tutub.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m3l_par_botom1.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m3l_par_botom1.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m3l_par_par1.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m3l_par_par1.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m3l_par_par2.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m3l_par_par2.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m3l_par_par3.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m3l_par_par3.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m3l_par_top1.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m3l_par_top1.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m3l_par_top1u.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m3l_par_top1u.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m3l_par_under1.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m3l_par_under1.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m3l_par_wall3.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m3l_par_wall3.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m3l_par_wall4.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m3l_par_wall4.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m3l_par_walls.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m3l_par_walls.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m3l_ten_03.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m3l_ten_03.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m3l_tume_cei.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m3l_tume_cei.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m3l_tume_cei2.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m3l_tume_cei2.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m3l_wc_wall.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m3l_wc_wall.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m3r_door_slit.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m3r_door_slit.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m3r_tu_rof.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m3r_tu_rof.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m4a_all.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m4a_all.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m4a_all_t.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m4a_all_t.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m4a_gl_unit.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m4a_gl_unit.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m4a_gl_unit_2_01.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m4a_gl_unit_2_01.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m4a_light.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m4a_light.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m4a_s2.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m4a_s2.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m4a_sb_s1.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m4a_sb_s1.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m4grn_bul.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m4grn_bul.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m4grn_bul_high.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m4grn_bul_high.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m4grn_emb.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m4grn_emb.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m92_all.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m92_all.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m92_bul3.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m92_bul3.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m92_jyuukou.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m92_jyuukou.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m92_laserpoint_f1.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m92_laserpoint_f1.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m92_laserpointer.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m92_laserpointer.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m92_magazine.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m92_magazine.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m92_pointer.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m92_pointer.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m92_sb_all.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m92_sb_all.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m92_sb_all.bmp_934c22e984e448da6c9f91fc36e0c08e.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m92_sb_all.bmp_934c22e984e448da6c9f91fc36e0c08e.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\m92_snk_all.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\m92_snk_all.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\magazine_tx2.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\magazine_tx2.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\mark_05.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\mark_05.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\mark_06.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\mark_06.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\mark_arrow_u.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\mark_arrow_u.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\mark_arrow_u24a.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\mark_arrow_u24a.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\mark_ev_u24a.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\mark_ev_u24a.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\mark_hall_u.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\mark_hall_u.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\mark_lounge_u.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\mark_lounge_u.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\mark_warning_u.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\mark_warning_u.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\memo02.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\memo02.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\metdt_ovl_mod1120_alp_emap.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\metdt_ovl_mod1120_alp_emap.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\mkrv_all.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\mkrv_all.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\mkrv_high_all.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\mkrv_high_all.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\mo_disk_naka_mt.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\mo_disk_naka_mt.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\mo_steal_cov_mk.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\mo_steal_cov_mk.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\moai02.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\moai02.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\mog_loc2.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\mog_loc2.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\mog_loc2_inner.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\mog_loc2_inner.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\mog_loc2_inner.bmp_1d16428e578cea9d01dde7a99915c874.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\mog_loc2_inner.bmp_1d16428e578cea9d01dde7a99915c874.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\mog_loc2_inner.bmp_da1d6f25bb8a0aee2f6cf037de145b82.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\mog_loc2_inner.bmp_da1d6f25bb8a0aee2f6cf037de145b82.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\mog_loc2_top.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\mog_loc2_top.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\mog_loc2_top1.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\mog_loc2_top1.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\motor_body_01.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\motor_body_01.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\motor_body_05.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\motor_body_05.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\motor_wire_01.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\motor_wire_01.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\mrk_hlst000.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\mrk_hlst000.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\mrl_a_ovl_mod1120_alp_emap.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\mrl_a_ovl_mod1120_alp_emap.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\mrl_arm_tes002.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\mrl_arm_tes002.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\mrl_b_ovl_mod1120_alp_emap.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\mrl_b_ovl_mod1120_alp_emap.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\mrl_belt.bmp_022e12dbdf7b8ae8b649f6edf76c505a.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\mrl_belt.bmp_022e12dbdf7b8ae8b649f6edf76c505a.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\mrl_boot_003.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\mrl_boot_003.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\mrl_boot_bottom.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\mrl_boot_bottom.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\mrl_boot_t_0006.bmp_59183955acc81e5068d5f691c153560c.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\mrl_boot_t_0006.bmp_59183955acc81e5068d5f691c153560c.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\mrl_chest.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\mrl_chest.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\mrl_combat_knife.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\mrl_combat_knife.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\mrl_combat_knife2.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\mrl_combat_knife2.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\mrl_des.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\mrl_des.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\mrl_face001.bmp_cf82424fcb94f38f5181add919c35cc7.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\mrl_face001.bmp_cf82424fcb94f38f5181add919c35cc7.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\mrl_h_ovl_mod1120_alp_emap.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\mrl_h_ovl_mod1120_alp_emap.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\mrl_hair_d_new4.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\mrl_hair_d_new4.bmp.png,,
NO_MATCH,C:\Development\Git\MGS2-PS2-Textures\final_verification_nov22_2025\mrl_hair_t.bmp.png,C:\Development\Git\Afevis-MGS2-Bugfix-Compilation\Texture Fixes\ps2 textures\mrl_hair_t.bmp.png,,
